STATEFP10,COUNTYFP10,TRACTCE10,id,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,geo_id,census_tra,county,estimate,error,year,tract_area,WHPWeigh_1,TOT_POP_19,CNTY_AREA
06,037,500403,6037500403,5004.03,Census Tract,G5020,S,2057389,189585,34.007329,-118.0660305,1400000US06037500403,5004.03,Los Angeles County,4032,332,2017,2246967.831,0.50591068734,10081570,12300987365
06,065,045103,6065045103,451.03,Census Tract,G5020,S,23058405,383371,33.7382362,-116.4469086,1400000US06065045103,451.03,Riverside County,3488,385,2017,23441785.96,1.79317316894,2411439,18914898830
06,065,046404,6065046404,464.04,Census Tract,G5020,S,10645119,0,33.6510929,-117.2771726,1400000US06065046404,464.04,Riverside County,7279,556,2017,10645120.72,1.79317316894,2411439,18914898830
06,065,045108,6065045108,451.08,Census Tract,G5020,S,2683462,0,33.7251292,-116.3737209,1400000US06065045108,451.08,Riverside County,6783,788,2017,2683460.467,1.79317316894,2411439,18914898830
06,037,122122,6037122122,1221.22,Census Tract,G5020,S,1017265,15394,34.2197648,-118.3736105,1400000US06037122122,1221.22,Los Angeles County,2610,293,2017,1032659.449,0.50591068734,10081570,12300987365
06,065,045109,6065045109,451.09,Census Tract,G5020,S,1465211,0,33.6549641,-116.3122385,1400000US06065045109,451.09,Riverside County,3564,353,2017,1465211.288,1.79317316894,2411439,18914898830
06,065,045110,6065045110,451.1,Census Tract,G5020,S,1665164,0,33.6653271,-116.3111037,1400000US06065045110,451.1,Riverside County,5295,632,2017,1665170.163,1.79317316894,2411439,18914898830
06,065,042514,6065042514,425.14,Census Tract,G5020,S,981706,0,33.9336217,-117.2481693,1400000US06065042514,425.14,Riverside County,3216,327,2017,981705.192,1.79317316894,2411439,18914898830
06,065,043807,6065043807,438.07,Census Tract,G5020,S,5130332,0,33.9591434,-116.9737171,1400000US06065043807,438.07,Riverside County,6526,458,2017,5130332.666,1.79317316894,2411439,18914898830
06,065,043900,6065043900,439,Census Tract,G5020,S,2961860,0,33.9397208,-116.9742932,1400000US06065043900,439,Riverside County,6580,446,2017,2961851.015,1.79317316894,2411439,18914898830
06,037,137301,6037137301,1373.01,Census Tract,G5020,S,1601322,8359,34.176253,-118.6340417,1400000US06037137301,1373.01,Los Angeles County,2344,160,2017,1609680.419,0.50591068734,10081570,12300987365
06,065,045215,6065045215,452.15,Census Tract,G5020,S,5631368,390369,33.719326,-116.2834051,1400000US06065045215,452.15,Riverside County,10346,817,2017,6021733.655,1.79317316894,2411439,18914898830
06,065,045216,6065045216,452.16,Census Tract,G5020,S,3728121,0,33.7486002,-116.2433518,1400000US06065045216,452.16,Riverside County,2233,216,2017,3728115.465,1.79317316894,2411439,18914898830
06,065,045224,6065045224,452.24,Census Tract,G5020,S,4892201,0,33.6963102,-116.2578731,1400000US06065045224,452.24,Riverside County,5645,608,2017,4892202.147,1.79317316894,2411439,18914898830
06,065,045226,6065045226,452.26,Census Tract,G5020,S,2668768,0,33.6929269,-116.2077696,1400000US06065045226,452.26,Riverside County,7215,907,2017,2668770.403,1.79317316894,2411439,18914898830
06,065,042738,6065042738,427.38,Census Tract,G5020,S,4991266,138328,33.6779397,-117.1519414,1400000US06065042738,427.38,Riverside County,7463,399,2017,5129594.949,1.79317316894,2411439,18914898830
06,065,042739,6065042739,427.39,Census Tract,G5020,S,9995611,116671,33.6550902,-117.1551086,1400000US06065042739,427.39,Riverside County,8088,510,2017,10112284.2,1.79317316894,2411439,18914898830
06,037,137302,6037137302,1373.02,Census Tract,G5020,S,2446886,0,34.177348,-118.6541956,1400000US06037137302,1373.02,Los Angeles County,4493,249,2017,2446887.32,0.50591068734,10081570,12300987365
06,037,137401,6037137401,1374.01,Census Tract,G5020,S,2377598,0,34.1591455,-118.6108388,1400000US06037137401,1374.01,Los Angeles County,4346,328,2017,2377597.574,0.50591068734,10081570,12300987365
06,037,141400,6037141400,1414,Census Tract,G5020,S,1997409,0,34.1574858,-118.4760694,1400000US06037141400,1414,Los Angeles County,4871,345,2017,1997405.064,0.50591068734,10081570,12300987365
06,085,503325,6085503325,5033.25,Census Tract,G5020,S,1138412,0,37.3206767,-121.7888418,1400000US06085503325,5033.25,Santa Clara County,4727,319,2017,1138410.395,0.68184781761,1927470,3377488367
06,059,042313,6059042313,423.13,Census Tract,G5020,S,2388332,1916404,33.4622587,-117.6973164,1400000US06059042313,423.13,Orange County,7492,452,2017,4304746.618,0.44501508878,3168044,2459757019
06,037,400205,6037400205,4002.05,Census Tract,G5020,S,23306581,343825,34.1521556,-117.7176795,1400000US06037400205,4002.05,Los Angeles County,2976,249,2017,23650334.91,0.50591068734,10081570,12300987365
06,037,143901,6037143901,1439.01,Census Tract,G5020,S,5281922,11638,34.1321312,-118.4000525,1400000US06037143901,1439.01,Los Angeles County,4146,312,2017,5293560.936,0.50591068734,10081570,12300987365
06,037,139802,6037139802,1398.02,Census Tract,G5020,S,6076219,0,34.1428645,-118.5563557,1400000US06037139802,1398.02,Los Angeles County,4120,444,2017,6076214.667,0.50591068734,10081570,12300987365
06,037,460700,6037460700,4607,Census Tract,G5020,S,7437885,7425,34.1929284,-118.1988009,1400000US06037460700,4607,Los Angeles County,4987,325,2017,7445309.756,0.50591068734,10081570,12300987365
06,037,123010,6037123010,1230.1,Census Tract,G5020,S,1015841,0,34.2027436,-118.3745716,1400000US06037123010,1230.1,Los Angeles County,4247,309,2017,1015843.042,0.50591068734,10081570,12300987365
06,059,032054,6059032054,320.54,Census Tract,G5020,S,1548522,0,33.6388097,-117.5952959,1400000US06059032054,320.54,Orange County,5726,517,2017,1548523.603,0.44501508878,3168044,2459757019
06,059,032055,6059032055,320.55,Census Tract,G5020,S,1181918,0,33.6425298,-117.5842869,1400000US06059032055,320.55,Orange County,3879,408,2017,1181917.563,0.44501508878,3168044,2459757019
06,037,920034,6037920034,9200.34,Census Tract,G5020,S,9013712,0,34.4388053,-118.4511824,1400000US06037920034,9200.34,Los Angeles County,3636,346,2017,9013714.772,0.50591068734,10081570,12300987365
06,037,920107,6037920107,9201.07,Census Tract,G5020,S,11395600,13278,34.451003300000004,-118.578516,1400000US06037920107,9201.07,Los Angeles County,4580,282,2017,11408883.17,0.50591068734,10081570,12300987365
06,037,910808,6037910808,9108.08,Census Tract,G5020,S,10767879,587,34.462063,-118.3958221,1400000US06037910808,9108.08,Los Angeles County,3420,318,2017,10768468.74,0.50591068734,10081570,12300987365
06,037,113231,6037113231,1132.31,Census Tract,G5020,S,4123059,18102,34.2266028,-118.6502378,1400000US06037113231,1132.31,Los Angeles County,2329,108,2017,4141163.159,0.50591068734,10081570,12300987365
06,037,408703,6037408703,4087.03,Census Tract,G5020,S,17077493,0,33.9592003,-117.8885456,1400000US06037408703,4087.03,Los Angeles County,6525,421,2017,17077490.85,0.50591068734,10081570,12300987365
06,037,300800,6037300800,3008,Census Tract,G5020,S,6095863,41004,34.1845879,-118.220602,1400000US06037300800,3008,Los Angeles County,8070,515,2017,6136863.751,0.50591068734,10081570,12300987365
06,037,430901,6037430901,4309.01,Census Tract,G5020,S,1168312,0,34.1416678,-118.0115096,1400000US06037430901,4309.01,Los Angeles County,4485,374,2017,1168307.979,0.50591068734,10081570,12300987365
06,037,402402,6037402402,4024.02,Census Tract,G5020,S,5341363,7116,34.0546463,-117.7866816,1400000US06037402402,4024.02,Los Angeles County,6484,676,2017,5348478.467,0.50591068734,10081570,12300987365
06,059,042103,6059042103,421.03,Census Tract,G5020,S,3370451,1702801,33.4077823,-117.6068765,1400000US06059042103,421.03,Orange County,7866,765,2017,5073255.131,0.44501508878,3168044,2459757019
06,059,062638,6059062638,626.38,Census Tract,G5020,S,1308167,0,33.5792026,-117.7338983,1400000US06059062638,626.38,Orange County,6643,427,2017,1308168.429,0.44501508878,3168044,2459757019
06,059,062640,6059062640,626.4,Census Tract,G5020,S,1473841,0,33.5648039,-117.7222301,1400000US06059062640,626.4,Orange County,3709,265,2017,1473838.102,0.44501508878,3168044,2459757019
06,085,507906,6085507906,5079.06,Census Tract,G5020,S,1425847,0,37.3019885,-122.0192284,1400000US06085507906,5079.06,Santa Clara County,4489,208,2017,1425845.935,0.68184781761,1927470,3377488367
06,085,503326,6085503326,5033.26,Census Tract,G5020,S,4235268,0,37.324864,-121.7641598,1400000US06085503326,5033.26,Santa Clara County,7443,353,2017,4235268.678,0.68184781761,1927470,3377488367
06,085,512603,6085512603,5126.03,Census Tract,G5020,S,2089235,0,37.0017253,-121.5626722,1400000US06085512603,5126.03,Santa Clara County,4602,283,2017,2089238.207,0.68184781761,1927470,3377488367
06,073,017106,6073017106,171.06,Census Tract,G5020,S,29902168,450332,33.0198629,-117.2118801,1400000US06073017106,171.06,San Diego County,4942,609,2017,30352500.79,1.12232908256,3316073,11721774884
06,073,016902,6073016902,169.02,Census Tract,G5020,S,121379205,3229088,32.9312875,-116.8539095,1400000US06073016902,169.02,San Diego County,2648,243,2017,124608194.1,1.12232908256,3316073,11721774884
06,073,020016,6073020016,200.16,Census Tract,G5020,S,4802591,0,33.0779769,-117.2527758,1400000US06073020016,200.16,San Diego County,9600,351,2017,4802591.909,1.12232908256,3316073,11721774884
06,073,017010,6073017010,170.1,Census Tract,G5020,S,15261567,0,32.9600141,-116.9909736,1400000US06073017010,170.1,San Diego County,3266,261,2017,15261565.68,1.12232908256,3316073,11721774884
06,073,016811,6073016811,168.11,Census Tract,G5020,S,3288219,0,32.8465129,-116.8973197,1400000US06073016811,168.11,San Diego County,4823,469,2017,3288222.782,1.12232908256,3316073,11721774884
06,073,018700,6073018700,187,Census Tract,G5020,S,542795338,10713937,33.3514295,-117.420698,1400000US06073018700,187,San Diego County,40402,2288,2017,553511525.6,1.12232908256,3316073,11721774884
06,073,020708,6073020708,207.08,Census Tract,G5020,S,4526558,9099,33.0903964,-117.0674367,1400000US06073020708,207.08,San Diego County,3769,445,2017,4535659.199,1.12232908256,3316073,11721774884
06,073,020405,6073020405,204.05,Census Tract,G5020,S,5128186,0,33.0829737,-117.0871247,1400000US06073020405,204.05,San Diego County,3249,253,2017,5128186.951,1.12232908256,3316073,11721774884
06,073,009802,6073009802,98.02,Census Tract,G5020,S,1979741,0,32.7968505,-117.0141151,1400000US06073009802,98.02,San Diego County,6468,497,2017,1979743.648,1.12232908256,3316073,11721774884
06,073,020013,6073020013,200.13,Census Tract,G5020,S,10408287,0,33.1173497,-117.2490439,1400000US06073020013,200.13,San Diego County,13670,712,2017,10408279.72,1.12232908256,3316073,11721774884
06,073,018801,6073018801,188.01,Census Tract,G5020,S,12562232,36520,33.3417917,-117.234964,1400000US06073018801,188.01,San Diego County,3583,203,2017,12598748.58,1.12232908256,3316073,11721774884
06,073,013906,6073013906,139.06,Census Tract,G5020,S,1797627,0,32.726792,-117.00719,1400000US06073013906,139.06,San Diego County,5247,413,2017,1797625.06,1.12232908256,3316073,11721774884
06,059,042331,6059042331,423.31,Census Tract,G5020,S,1964791,0,33.5170582,-117.6959369,1400000US06059042331,423.31,Orange County,5789,624,2017,1964793.847,0.44501508878,3168044,2459757019
06,059,042332,6059042332,423.32,Census Tract,G5020,S,4196679,0,33.500546,-117.7023477,1400000US06059042332,423.32,Orange County,5232,469,2017,4196679.759,0.44501508878,3168044,2459757019
06,073,008333,6073008333,83.33,Census Tract,G5020,S,15562013,0,32.9260192,-117.2092157,1400000US06073008333,83.33,San Diego County,15695,939,2017,15562008.53,1.12232908256,3316073,11721774884
06,059,032034,6059032034,320.34,Census Tract,G5020,S,2557046,0,33.63945,-117.6299671,1400000US06059032034,320.34,Orange County,5834,296,2017,2557047.296,0.44501508878,3168044,2459757019
06,073,010005,6073010005,100.05,Census Tract,G5020,S,1505319,0,32.5641852,-117.0496292,1400000US06073010005,100.05,San Diego County,7955,586,2017,1505317.375,1.12232908256,3316073,11721774884
06,073,015602,6073015602,156.02,Census Tract,G5020,S,4287572,0,32.794632,-116.9069289,1400000US06073015602,156.02,San Diego County,2267,157,2017,4287573.29,1.12232908256,3316073,11721774884
06,073,019103,6073019103,191.03,Census Tract,G5020,S,62950063,0,33.2721323,-117.0811017,1400000US06073019103,191.03,San Diego County,5879,689,2017,62950061.73,1.12232908256,3316073,11721774884
06,073,014804,6073014804,148.04,Census Tract,G5020,S,1275799,0,32.7864428,-117.0310839,1400000US06073014804,148.04,San Diego County,3771,482,2017,1275799.727,1.12232908256,3316073,11721774884
06,073,015000,6073015000,150,Census Tract,G5020,S,3114501,0,32.7843109,-117.0095165,1400000US06073015000,150,San Diego County,6796,681,2017,3114494.196,1.12232908256,3316073,11721774884
06,073,020021,6073020021,200.21,Census Tract,G5020,S,2894445,0,33.1511693,-117.1773755,1400000US06073020021,200.21,San Diego County,6248,415,2017,2894445.318,1.12232908256,3316073,11721774884
06,059,062645,6059062645,626.45,Census Tract,G5020,S,5588093,167243,33.6150925,-117.839299,1400000US06059062645,626.45,Orange County,6778,653,2017,5755336.646,0.44501508878,3168044,2459757019
06,059,062639,6059062639,626.39,Census Tract,G5020,S,1746294,0,33.5601443,-117.7293403,1400000US06059062639,626.39,Orange County,7879,380,2017,1746295.788,0.44501508878,3168044,2459757019
06,073,020024,6073020024,200.24,Census Tract,G5020,S,1721996,0,33.1471368,-117.1247249,1400000US06073020024,200.24,San Diego County,4415,335,2017,1721994.841,1.12232908256,3316073,11721774884
06,073,013311,6073013311,133.11,Census Tract,G5020,S,3485486,0,32.6390207,-116.960394,1400000US06073013311,133.11,San Diego County,11324,590,2017,3485487.353,1.12232908256,3316073,11721774884
06,073,013312,6073013312,133.12,Census Tract,G5020,S,854832,0,32.6009868,-117.0326101,1400000US06073013312,133.12,San Diego County,2703,279,2017,854831.722,1.12232908256,3316073,11721774884
06,059,042311,6059042311,423.11,Census Tract,G5020,S,4599376,0,33.4940732,-117.6810823,1400000US06059042311,423.11,Orange County,5511,414,2017,4599372.179,0.44501508878,3168044,2459757019
06,059,042329,6059042329,423.29,Census Tract,G5020,S,2280689,0,33.5316199,-117.6978084,1400000US06059042329,423.29,Orange County,3986,232,2017,2280691.014,0.44501508878,3168044,2459757019
06,059,052422,6059052422,524.22,Census Tract,G5020,S,6726135,0,33.6695497,-117.6788718,1400000US06059052422,524.22,Orange County,4865,327,2017,6726127.999,0.44501508878,3168044,2459757019
06,059,052404,6059052404,524.04,Census Tract,G5020,S,23511486,0,33.6737884,-117.7190024,1400000US06059052404,524.04,Orange County,872,278,2017,23511478.03,0.44501508878,3168044,2459757019
06,059,032033,6059032033,320.33,Census Tract,G5020,S,914503,0,33.6452899,-117.640004,1400000US06059032033,320.33,Orange County,3767,290,2017,914505.277,0.44501508878,3168044,2459757019
06,059,062621,6059062621,626.21,Census Tract,G5020,S,10265859,46561,33.6285162,-117.7489596,1400000US06059062621,626.21,Orange County,9388,553,2017,10312424.7,0.44501508878,3168044,2459757019
06,059,042201,6059042201,422.01,Census Tract,G5020,S,4398568,2289258,33.460947,-117.6673152,1400000US06059042201,422.01,Orange County,5000,712,2017,6687831.045,0.44501508878,3168044,2459757019
06,059,021917,6059021917,219.17,Census Tract,G5020,S,4738345,7549,33.8037516,-117.7802613,1400000US06059021917,219.17,Orange County,3152,263,2017,4745885.65,0.44501508878,3168044,2459757019
06,073,008366,6073008366,83.66,Census Tract,G5020,S,6106142,0,32.9505149,-117.154914,1400000US06073008366,83.66,San Diego County,7061,259,2017,6106141.412,1.12232908256,3316073,11721774884
06,059,052419,6059052419,524.19,Census Tract,G5020,S,1751818,0,33.7636962,-117.7649096,1400000US06059052419,524.19,Orange County,3556,189,2017,1751820.481,0.44501508878,3168044,2459757019
06,059,052421,6059052421,524.21,Census Tract,G5020,S,2503263,0,33.7169344,-117.7543676,1400000US06059052421,524.21,Orange County,5790,358,2017,2503261.372,0.44501508878,3168044,2459757019
06,059,032049,6059032049,320.49,Census Tract,G5020,S,9784547,383934,33.6638248,-117.6150118,1400000US06059032049,320.49,Orange County,9483,603,2017,10168480.84,0.44501508878,3168044,2459757019
06,059,032053,6059032053,320.53,Census Tract,G5020,S,7079459,0,33.617141,-117.6187322,1400000US06059032053,320.53,Orange County,8212,387,2017,7079451.642,0.44501508878,3168044,2459757019
06,059,042317,6059042317,423.17,Census Tract,G5020,S,3142342,0,33.5110094,-117.7138296,1400000US06059042317,423.17,Orange County,3321,226,2017,3142338.912,0.44501508878,3168044,2459757019
06,037,190301,6037190301,1903.01,Census Tract,G5020,S,403361,0,34.1037944,-118.3151958,1400000US06037190301,1903.01,Los Angeles County,5695,593,2017,403360.783,0.50591068734,10081570,12300987365
06,037,190510,6037190510,1905.1,Census Tract,G5020,S,318393,0,34.0999771,-118.3113901,1400000US06037190510,1905.1,Los Angeles County,4568,331,2017,318390.277,0.50591068734,10081570,12300987365
06,037,190520,6037190520,1905.2,Census Tract,G5020,S,243960,0,34.0999328,-118.3038048,1400000US06037190520,1905.2,Los Angeles County,3738,239,2017,243960.126,0.50591068734,10081570,12300987365
06,085,511800,6085511800,5118,Census Tract,G5020,S,138695880,2135638,37.160449,-121.9417467,1400000US06085511800,5118,Santa Clara County,4506,382,2017,140831533.1,0.68184781761,1927470,3377488367
06,085,512305,6085512305,5123.05,Census Tract,G5020,S,16740430,40931,37.1141491,-121.6737014,1400000US06085512305,5123.05,Santa Clara County,4568,348,2017,16781364.36,0.68184781761,1927470,3377488367
06,085,511914,6085511914,5119.14,Census Tract,G5020,S,2776705,0,37.2305812,-121.8770809,1400000US06085511914,5119.14,Santa Clara County,5936,197,2017,2776704.984,0.68184781761,1927470,3377488367
06,085,507302,6085507302,5073.02,Census Tract,G5020,S,11869577,0,37.2383728,-122.0292563,1400000US06085507302,5073.02,Santa Clara County,3004,270,2017,11869572.56,0.68184781761,1927470,3377488367
06,085,504307,6085504307,5043.07,Census Tract,G5020,S,1696129,0,37.3907279,-121.8525564,1400000US06085504307,5043.07,Santa Clara County,5467,340,2017,1696128.413,0.68184781761,1927470,3377488367
06,085,507500,6085507500,5075,Census Tract,G5020,S,3707864,0,37.2744128,-122.0239096,1400000US06085507500,5075,Santa Clara County,5923,290,2017,3707868.705,0.68184781761,1927470,3377488367
06,085,512200,6085512200,5122,Census Tract,G5020,S,262653298,2006686,37.0467866,-121.7095187,1400000US06085512200,5122,Santa Clara County,4239,351,2017,264660034,0.68184781761,1927470,3377488367
06,085,507203,6085507203,5072.03,Census Tract,G5020,S,1799232,0,37.2513101,-121.9644981,1400000US06085507203,5072.03,Santa Clara County,2981,222,2017,1799231.959,0.68184781761,1927470,3377488367
06,085,503802,6085503802,5038.02,Census Tract,G5020,S,1674998,0,37.3842879,-121.8355147,1400000US06085503802,5038.02,Santa Clara County,8672,623,2017,1674998.967,0.68184781761,1927470,3377488367
06,085,512602,6085512602,5126.02,Census Tract,G5020,S,97144151,26244,37.0180768,-121.5244138,1400000US06085512602,5126.02,Santa Clara County,2568,286,2017,97170405.3,0.68184781761,1927470,3377488367
06,085,507703,6085507703,5077.03,Census Tract,G5020,S,6514450,82312,37.3192975,-122.0756805,1400000US06085507703,5077.03,Santa Clara County,8391,475,2017,6596756.235,0.68184781761,1927470,3377488367
06,085,512402,6085512402,5124.02,Census Tract,G5020,S,49369044,550057,37.0945979,-121.5669408,1400000US06085512402,5124.02,Santa Clara County,5268,648,2017,49919089.97,0.68184781761,1927470,3377488367
06,085,507001,6085507001,5070.01,Census Tract,G5020,S,11958398,0,37.2212142,-121.9935719,1400000US06085507001,5070.01,Santa Clara County,6812,372,2017,11958406.73,0.68184781761,1927470,3377488367
06,085,512308,6085512308,5123.08,Census Tract,G5020,S,13865264,932212,37.1511719,-121.6268403,1400000US06085512308,5123.08,Santa Clara County,8447,428,2017,14797447.05,0.68184781761,1927470,3377488367
06,037,408211,6037408211,4082.11,Census Tract,G5020,S,7762269,110781,33.9988356,-117.9080818,1400000US06037408211,4082.11,Los Angeles County,6034,696,2017,7873049.28,0.50591068734,10081570,12300987365
06,037,106603,6037106603,1066.03,Census Tract,G5020,S,15302665,3978,34.3121073,-118.5243083,1400000US06037106603,1066.03,Los Angeles County,3252,212,2017,15306646.21,0.50591068734,10081570,12300987365
06,037,910805,6037910805,9108.05,Census Tract,G5020,S,110063443,87717,34.4705186,-118.2228302,1400000US06037910805,9108.05,Los Angeles County,4865,573,2017,110151251.8,0.50591068734,10081570,12300987365
06,037,189600,6037189600,1896,Census Tract,G5020,S,1082950,0,34.1113467,-118.3297772,1400000US06037189600,1896,Los Angeles County,3721,355,2017,1082947.267,0.50591068734,10081570,12300987365
06,037,189400,6037189400,1894,Census Tract,G5020,S,1446823,0,34.1200812,-118.3211428,1400000US06037189400,1894,Los Angeles County,3497,292,2017,1446823.52,0.50591068734,10081570,12300987365
06,085,504411,6085504411,5044.11,Census Tract,G5020,S,1366096,0,37.4161016,-121.864835,1400000US06085504411,5044.11,Santa Clara County,5553,367,2017,1366095.78,0.68184781761,1927470,3377488367
06,059,032011,6059032011,320.11,Census Tract,G5020,S,118123615,11213,33.7494876,-117.6163863,1400000US06059032011,320.11,Orange County,1601,194,2017,118134822.6,0.44501508878,3168044,2459757019
06,059,075605,6059075605,756.05,Census Tract,G5020,S,4194078,184104,33.7768438,-117.7699603,1400000US06059075605,756.05,Orange County,5767,425,2017,4378179.361,0.44501508878,3168044,2459757019
06,059,062641,6059062641,626.41,Census Tract,G5020,S,2174815,0,33.6018792,-117.7261068,1400000US06059062641,626.41,Orange County,5217,338,2017,2174813.816,0.44501508878,3168044,2459757019
06,037,800102,6037800102,8001.02,Census Tract,G5020,S,52696961,14552,34.0890371,-118.62268,1400000US06037800102,8001.02,Los Angeles County,6778,562,2017,52711538.88,0.50591068734,10081570,12300987365
06,037,460501,6037460501,4605.01,Census Tract,G5020,S,7533334,23487,34.2182586,-118.1926525,1400000US06037460501,4605.01,Los Angeles County,5611,293,2017,7556816.408,0.50591068734,10081570,12300987365
06,037,920314,6037920314,9203.14,Census Tract,G5020,S,11437854,1533,34.4029836,-118.5246277,1400000US06037920314,9203.14,Los Angeles County,2960,138,2017,11439395.29,0.50591068734,10081570,12300987365
06,037,930200,6037930200,9302,Census Tract,G5020,S,304553762,677839,34.3387926,-118.2894308,1400000US06037930200,9302,Los Angeles County,528,144,2017,305231641.4,0.50591068734,10081570,12300987365
06,037,262303,6037262303,2623.03,Census Tract,G5020,S,2614304,0,34.0660696,-118.4868492,1400000US06037262303,2623.03,Los Angeles County,3131,344,2017,2614307.958,0.50591068734,10081570,12300987365
06,037,800101,6037800101,8001.01,Census Tract,G5020,S,8096238,0,34.1340646,-118.6268305,1400000US06037800101,8001.01,Los Angeles County,5795,330,2017,8096237.519,0.50591068734,10081570,12300987365
06,059,062642,6059062642,626.42,Census Tract,G5020,S,2040135,0,33.6046208,-117.8634236,1400000US06059062642,626.42,Orange County,2600,174,2017,2040136.713,0.44501508878,3168044,2459757019
06,085,512312,6085512312,5123.12,Census Tract,G5020,S,1433030,0,37.1331658,-121.6429002,1400000US06085512312,5123.12,Santa Clara County,3331,199,2017,1433030.62,0.68184781761,1927470,3377488367
06,085,503327,6085503327,5033.27,Census Tract,G5020,S,1453863,0,37.3079878,-121.7887675,1400000US06085503327,5033.27,Santa Clara County,5001,352,2017,1453865.163,0.68184781761,1927470,3377488367
06,085,512039,6085512039,5120.39,Census Tract,G5020,S,1391959,0,37.2488508,-121.7864273,1400000US06085512039,5120.39,Santa Clara County,5083,308,2017,1391957.669,0.68184781761,1927470,3377488367
06,085,511500,6085511500,5115,Census Tract,G5020,S,3636935,0,37.4143048,-122.1679203,1400000US06085511500,5115,Santa Clara County,8104,463,2017,3636933.228,0.68184781761,1927470,3377488367
06,085,512052,6085512052,5120.52,Census Tract,G5020,S,1471610,64209,37.2484034,-121.8645577,1400000US06085512052,5120.52,Santa Clara County,4368,321,2017,1535816.938,0.68184781761,1927470,3377488367
06,085,506802,6085506802,5068.02,Census Tract,G5020,S,2043844,0,37.2469476,-121.9361955,1400000US06085506802,5068.02,Santa Clara County,5810,321,2017,2043842.362,0.68184781761,1927470,3377488367
06,059,001202,6059001202,12.02,Census Tract,G5020,S,875901,0,33.9331435,-117.9434406,1400000US06059001202,12.02,Orange County,3777,289,2017,875899.583,0.44501508878,3168044,2459757019
06,059,001301,6059001301,13.01,Census Tract,G5020,S,1933954,0,33.9227701,-117.967853,1400000US06059001301,13.01,Orange County,6758,390,2017,1933952.54,0.44501508878,3168044,2459757019
06,059,021827,6059021827,218.27,Census Tract,G5020,S,8161654,0,33.8940999,-117.7309183,1400000US06059021827,218.27,Orange County,3227,289,2017,8161646.639,0.44501508878,3168044,2459757019
06,059,021828,6059021828,218.28,Census Tract,G5020,S,5144597,0,33.8831821,-117.7056802,1400000US06059021828,218.28,Orange County,4327,193,2017,5144586.035,0.44501508878,3168044,2459757019
06,073,008346,6073008346,83.46,Census Tract,G5020,S,11734455,0,32.9125481,-117.1877874,1400000US06073008346,83.46,San Diego County,5020,250,2017,11734460.42,1.12232908256,3316073,11721774884
06,073,019106,6073019106,191.06,Census Tract,G5020,S,79749047,0,33.2534024,-116.9902555,1400000US06073019106,191.06,San Diego County,8808,673,2017,79749060.42,1.12232908256,3316073,11721774884
06,073,020105,6073020105,201.05,Census Tract,G5020,S,2612852,0,33.1596965,-117.0971821,1400000US06073020105,201.05,San Diego County,4130,399,2017,2612855.588,1.12232908256,3316073,11721774884
06,073,016807,6073016807,168.07,Census Tract,G5020,S,5274902,0,32.8364005,-116.919712,1400000US06073016807,168.07,San Diego County,7650,621,2017,5274899.092,1.12232908256,3316073,11721774884
06,073,018904,6073018904,189.04,Census Tract,G5020,S,2907853,0,33.3812714,-117.2415212,1400000US06073018904,189.04,San Diego County,5825,545,2017,2907855.908,1.12232908256,3316073,11721774884
06,073,009400,6073009400,94,Census Tract,G5020,S,62278843,11500,32.8653405,-117.1173286,1400000US06073009400,94,San Diego County,4645,338,2017,62290320.16,1.12232908256,3316073,11721774884
06,073,008312,6073008312,83.12,Census Tract,G5020,S,8620727,3182807,32.9057435,-117.252772,1400000US06073008312,83.12,San Diego County,3872,292,2017,11803550.63,1.12232908256,3316073,11721774884
06,073,016616,6073016616,166.16,Census Tract,G5020,S,2446483,0,32.8315365,-116.9929402,1400000US06073016616,166.16,San Diego County,4237,313,2017,2446477.687,1.12232908256,3316073,11721774884
06,073,017604,6073017604,176.04,Census Tract,G5020,S,4913297,22969,33.0553701,-117.2730539,1400000US06073017604,176.04,San Diego County,7421,525,2017,4936269.444,1.12232908256,3316073,11721774884
06,059,062605,6059062605,626.05,Census Tract,G5020,S,1047119,845383,33.5427708,-117.7839464,1400000US06059062605,626.05,Orange County,2926,234,2017,1892503.73,0.44501508878,3168044,2459757019
06,059,021824,6059021824,218.24,Census Tract,G5020,S,1626844,0,33.8986741,-117.7692768,1400000US06059021824,218.24,Orange County,2716,143,2017,1626845.975,0.44501508878,3168044,2459757019
06,073,020106,6073020106,201.06,Census Tract,G5020,S,1823385,0,33.1501423,-117.0867344,1400000US06073020106,201.06,San Diego County,3859,485,2017,1823384.966,1.12232908256,3316073,11721774884
06,073,015100,6073015100,151,Census Tract,G5020,S,2153737,0,32.7880739,-116.9938889,1400000US06073015100,151,San Diego County,4801,387,2017,2153736.145,1.12232908256,3316073,11721774884
06,073,016608,6073016608,166.08,Census Tract,G5020,S,2503301,0,32.8685872,-116.9617915,1400000US06073016608,166.08,San Diego County,2625,152,2017,2503299.721,1.12232908256,3316073,11721774884
06,059,021829,6059021829,218.29,Census Tract,G5020,S,2564112,52602,33.8867546,-117.7814387,1400000US06059021829,218.29,Orange County,5218,332,2017,2616713.149,0.44501508878,3168044,2459757019
